tx_no,web_slp_addr,web_tx_link,web_bch,web_bch_addr,chain_out_bch_addr,chain_in_bch_addr,chain_actually_pay,chain_actually_get,chain_gas,chain_tx_ago,chain_tx_datetime,verified_nft_amount,finish_num
3d7897028ec901bcf781df7db4ef75c2582066bf403b2495575947476a9ed5d1,simpleledger:qpvfnjhqndmd9j79tpzztxv86dd9nzymfylk5vwcan,https://explorer.bitcoin.com/bch/tx/3d7897028ec901bcf781df7db4ef75c2582066bf403b2495575947476a9ed5d1,0.000001,bitcoincash:qrqdjl7khg6f5e029zvqxvr28nmg56s9yqu38z6nu3,qrqdjl7khg6f5e029zvqxvr28nmg56s9yqu38z6nu3,qzhppf89yx7d3fsaswceptz88xgf6p2j6v7ylllmxx,1e-05,7.8e-06,2.2e-06,6 seconds ago,2021-09-05T16:58,10,0
d67d870f9d10b8f4a80ffa28841b81dac44faa0d68eace464cf11a87d6d60586,simpleledger:qpvfnjhqndmd9j79tpzztxv86dd9nzymfylk5vwcan,https://explorer.bitcoin.com/bch/tx/d67d870f9d10b8f4a80ffa28841b81dac44faa0d68eace464cf11a87d6d60586,0.000003,bitcoincash:qq98nucdayws03nwnkk5gteuj0uxkty9psppsktuxp,bitcoincash:qq98nucdayws03nwnkk5gteuj0uxkty9psppsktuxp,bitcoincash:qzhppf89yx7d3fsaswceptz88xgf6p2j6v7ylllmxx,1e-05,7.8e-06,2.2e-06,99.598973,2021-09-06T15:42:18,10,9
