tx_no,web_slp_addr,web_tx_link,web_bch,web_bch_addr,chain_out_bch_addr,chain_in_bch_addr,chain_actually_pay,chain_actually_get,chain_gas,chain_tx_ago,chain_tx_datetime,verified_nft_amount,finish_num
cafceebcb79cc512ba23d6e855ab9660c610016e0c0882bfe5933528caff0d8f,simpleledger:qpvfnjhqndmd9j79tpzztxv86dd9nzymfylk5vwcan,https://explorer.bitcoin.com/bch/tx/cafceebcb79cc512ba23d6e855ab9660c610016e0c0882bfe5933528caff0d8f,0.000033,bitcoincash:qzlfk6m5cr80g7566f5lz6wuz7wj2lvj5sw4zh7a7h,qzlfk6m5cr80g7566f5lz6wuz7wj2lvj5sw4zh7a7h,qzhppf89yx7d3fsaswceptz88xgf6p2j6v7ylllmxx,1e-05,7.8e-06,2.2e-06,6 seconds ago,2021-09-04T08:12,10,9
9d2e7982dd632a4bfd53fb315fa75b767051d958e0c008b4226998aba0340450,simpleledger:qpvfnjhqndmd9j79tpzztxv86dd9nzymfylk5vwcan,https://explorer.bitcoin.com/bch/tx/9d2e7982dd632a4bfd53fb315fa75b767051d958e0c008b4226998aba0340450,0.000002,bitcoincash:qpm6drhjd8qxd3tt5vkr9lz02rjzsa6lsc3yxgfndy,qpm6drhjd8qxd3tt5vkr9lz02rjzsa6lsc3yxgfndy,qzhppf89yx7d3fsaswceptz88xgf6p2j6v7ylllmxx,1e-05,7.8e-06,2.2e-06,6 seconds ago,2021-09-04T08:29,10,9
